"Harmonised Trade - Exports (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Afghanistan","","","","","Albania","","","","","Algeria","","","","","Andorra","","","","","Angola","","","","","Anguilla","","","","","Antarctica","","","","","Antarctica, USA","","","","","Antigua and Barbuda","","","","","Argentina","","","","","Armenia","","","","","Aruba","","","","","Australia","","","","","Austria","","","","","Azerbaijan","","","","","Bahamas","","","","","Bahrain","","","","","Bangladesh","","","","","Barbados","","","","","Belarus","","","","","Belgium","","","","","Belize","","","","","Benin","","","","","Bermuda","","","","","Bhutan","","","","","Bolivia","","","","","Bosnia and Herzegovina","","","","","Botswana","","","","","Brazil","","","","","British Indian Ocean Territory","","","","","Brunei Darussalam","","","","","Bulgaria","","","","","Burkina Faso","","","","","Burma","","","","","Burundi","","","","","Cabo Verde","","","","","Cambodia","","","","","Cameroon","","","","","Canada","","","","","Cayman Islands","","","","","Central African Republic","","","","","Chad","","","","","Chile","","","","","China, People's Republic of","","","","","Christmas Island","","","","","Cocos (Keeling) Islands","","","","","Colombia","","","","","Comoros","","","","","Congo","","","","","Congo, the Democratic Republic of the","","","","","Cook Islands","","","","","Costa Rica","","","","","Cote D'Ivoire","","","","","Croatia","","","","","Cuba","","","","","Curacao","","","","","Cyprus","","","","","Czechia","","","","","Czechoslovakia","","","","","Denmark","","","","","Destination Unknown : EU","","","","","Destination Unknown : Non-EU","","","","","Djibouti","","","","","Dominica","","","","","Dominican Republic","","","","","East Timor","","","","","Ecuador","","","","","Egypt","","","","","El Salvador","","","","","Equatorial Guinea","","","","","Eritrea","","","","","Estonia","","","","","Eswatini","","","","","Ethiopia","","","","","Faeroe Islands","","","","","Falkland Islands","","","","","Fiji","","","","","Finland","","","","","France","","","","","French Guiana","","","","","French Polynesia","","","","","French Southern Territories","","","","","Gabon","","","","","Gambia","","","","","Gaza Strip/Palestine/West Bank","","","","","Georgia","","","","","German Democratic Republic","","","","","Germany","","","","","Ghana","","","","","Gibraltar","","","","","Greece","","","","","Greenland","","","","","Grenada","","","","","Guadeloupe","","","","","Guam","","","","","Guatemala","","","","","Guinea","","","","","Guinea-Bissau","","","","","Guyana","","","","","Haiti","","","","","Honduras","","","","","Hong Kong (Special Administrative Region)","","","","","Hungary","","","","","Iceland","","","","","India","","","","","Indonesia","","","","","Iran","","","","","Iraq","","","","","Ireland","","","","","Israel","","","","","Italy","","","","","Jamaica","","","","","Japan","","","","","Jordan","","","","","Kazakhstan","","","","","Kenya","","","","","Kiribati","","","","","Korea, Democratic People's Republic of","","","","","Korea, Republic of","","","","","Kuwait","","","","","Kyrgyzstan","","","","","Laos","","","","","Latvia","","","","","Lebanon","","","","","Lesotho","","","","","Liberia","","","","","Libya","","","","","Liechtenstein","","","","","Lithuania","","","","","Luxembourg","","","","","Macau (Special Administrative Region)","","","","","Madagascar","","","","","Malawi","","","","","Malaysia","","","","","Maldives","","","","","Mali","","","","","Malta","","","","","Marshall Islands","","","","","Martinique","","","","","Mauritania","","","","","Mauritius","","","","","Mayotte","","","","","Mexico","","","","","Micronesia, Federated States of","","","","","Moldova","","","","","Monaco","","","","","Mongolia","","","","","Montenegro","","","","","Montserrat","","","","","Morocco","","","","","Mozambique","","","","","Myanmar","","","","","Namibia","","","","","Nauru","","","","","Nepal","","","","","Netherlands","","","","","Netherlands Antilles","","","","","New Caledonia","","","","","New Zealand","","","","","Nicaragua","","","","","Niger","","","","","Nigeria","","","","","Niue","","","","","Norfolk Island","","","","","North Macedonia","","","","","Northern Mariana Islands","","","","","Norway","","","","","Not Stated","","","","","Oman","","","","","Pakistan","","","","","Palau","","","","","Panama","","","","","Papua New Guinea","","","","","Paraguay","","","","","Passengers' Effects","","","","","Peru","","","","","Philippines","","","","","Pitcairn","","","","","Poland","","","","","Portugal","","","","","Puerto Rico","","","","","Qatar","","","","","Reunion","","","","","Romania","","","","","Russia","","","","","Rwanda","","","","","Samoa","","","","","Samoa, American","","","","","San Marino","","","","","Sao Tome and Principe","","","","","Saudi Arabia","","","","","Senegal","","","","","Serbia","","","","","Seychelles","","","","","Ships' Bunkering","","","","","Ships' Stores","","","","","Sierra Leone","","","","","Singapore","","","","","Slovakia","","","","","Slovenia","","","","","Solomon Islands","","","","","Somalia","","","","","South Africa","","","","","South Georgia and the South Sandwich Islands","","","","","South Sudan","","","","","Spain","","","","","Sri Lanka","","","","","St Helena","","","","","St Kitts and Nevis","","","","","St Lucia","","","","","St Maarten (Dutch Part)","","","","","St Pierre and Miquelon","","","","","St Vincent and the Grenadines","","","","","Sudan","","","","","Suriname","","","","","Sweden","","","","","Switzerland","","","","","Syria","","","","","Taiwan","","","","","Tajikistan","","","","","Tanzania","","","","","Thailand","","","","","Timor-Leste","","","","","Togo","","","","","Tokelau","","","","","Tonga","","","","","Trinidad and Tobago","","","","","Tunisia","","","","","Turkiye","","","","","Turkmenistan","","","","","Turks and Caicos Islands","","","","","Tuvalu","","","","","Uganda","","","","","Ukraine","","","","","Union of Soviet Socialist Republics","","","","","United Arab Emirates","","","","","United Kingdom","","","","","United States Minor Outlying Islands","","","","","United States of America","","","","","Uruguay","","","","","Uzbekistan","","","","","Vanuatu","","","","","Vatican City State","","","","","Venezuela","","","","","Viet Nam","","","","","Virgin Islands, British","","","","","Virgin Islands, United States","","","","","Wallis and Futuna","","","","","Western Sahara","","","","","Yemen","","","","","Yemen, Democratic","","","","","Yugoslavia","","","","","Zaire","","","","","Zambia","","","","","Zimbabwe","","","",""
